Stationen vom: 10.08.2015
"Stationscode";"Stationsname";"Kategorie";"Synonym";"Aktiv seit ";"Aktivitätsperiode: von ";"Aktivitätsperiode: bis";"Verlegt";"Straße";"Nr";"PLZ";"Ort";"Länge dezimal";"Breite dezimal";"Höhe";"Stationsumgebung (EoI)";"Art der Station (EoI)";"Einwohnerzahl (EoI)";"Abstand zur Straße (EoI)";"Bemerkung (EoI)";"Lokaler Code";"EMEP-Code";"O3-Klasse aus UBA FE";"NO/NO2-Klasse aus UBA FE";"Bemerkung des UBA(1)";"Bemerkung des UBA(2)";"Bemerkung des Netzbetreibers";"AEI-Station";"AEI-von";"AEI-bis";"ersetzt AEI-Station";"Amtlicher Gemeindeschlüssel (AGS)";"Gemeindenamen";"Entfernung von einer verkehrsreichen Kreuzung in Metern";"Geschätztes Verkehrsaufkommen (Anzahl der Fahrzeuge pro Tag)";"Waagrechte Entfernung vom nächsten Gebäude in Metern";"Entfernung von der nächsten Straße in Metern";"Entfernung von der wichtigsten Industriequelle in Metern";"Quelle 1 (Hauptquelle)";"Quelle 1 (Hauptquelle) - ID";"Gasförmige Schadstoffe";"Partikelförmige Schadstoffe";"Deposition";"Umweltmonitoring-Typ";
"DENW311";"Haard";"Umweltmonitoring";"Level II 503";"01.01.2005";"01.01.2005";"31.12.2009";"ja";"Mahlenburg";"";"00000";"Haltern";"7,290117";"51,689433";"75";"ländliches Gebiet";"Hintergrund";"";"";"für Level II Nr. 503";"503";"";"";"";"keine Station im Luftmessnetz";"bis Ende 2005 Standort Jammertal";"";"nein";"";"";"";"5562008";"Datteln";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation Level II";
"DENW312";"Velmerstot";"Umweltmonitoring";"Level II 504";"01.01.2005";"01.01.2005";"31.12.2009";"";"Velmerstot";"";"00000";"Altenbeeken";"8,950578";"51,830952";"415";"ländliches Gebiet";"Hintergrund";"";"";"für Level II Nr. 504";"504";"";"";"";"keine Station im Luftmessnetz - Level II Station";"";"";"nein";"";"";"";"5766032";"Horn-Bad Meinberg";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation Level II";
"DENW313";"Schwaney";"Umweltmonitoring";"Level II 508";"01.01.2005";"01.01.2005";"";"";"Klusweide";"";"00000";"Altenbeeken";"8,990467";"51,709538";"360";"ländliches Gebiet";"Hintergrund";"";"";"für Level II Nr. 508";"508";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"5774004";"Altenbeken";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation Level II";
"DENW314";"Glindfeld";"Umweltmonitoring";"Level II 505";"01.01.2005";"01.01.2005";"31.12.2009";"ja";"Weide Schmidt";"";"00000";"Medebach";"8,693892";"51,214772";"450";"ländliches Gebiet";"Hintergrund";"";"";"für Level II Nr. 505";"505";"";"";"";"keine Station im Luftmessnetz";"bis Ende 2006 Standort Böhlen";"";"nein";"";"";"";"5958028";"Medebach";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation Level II";
"DENW315";"Elberndorf";"Umweltmonitoring";"Level II 506";"01.01.2005";"01.01.2005";"";"";"Wildwiese";"";"00000";"Erntebrück";"8,185439";"51,015552";"670";"ländliches Gebiet";"Hintergrund";"";"";"für Level IIr. 506";"506";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"5970020";"Hilchenbach";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation Level II";
"DENW316";"Rott";"Umweltmonitoring";"Level II 507";"01.01.2005";"01.01.2005";"";"";"Pflanzung";"";"00000";"Lammersdorf";"6,275478";"50,667097";"480";"ländliches Gebiet";"Hintergrund";"";"";"für Level II Nr. 507";"507";"";"";"";"keine Station im Luftmessnetz";"";"";"nein";"";"";"";"5334028";"Simmerath";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"Forststation Level II";
"DENW317";"Gelsenkirchen-Hassel (Wasserburg Lüttinghof)";"Luftmessstation";"SCHO1";"13.09.2011";"13.09.2011";"";"";"Storchnest";"";"45896";"Gelsenkirchen";"7,037169";"51,618831";"52";"städtisches Gebiet";"Industrie";"";"";"";"SCHO1";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"320";"1500";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW318";"Gelsenkirchen-Hassel (Kleingartenanlage)";"Luftmessstation";"SCHO2";"13.09.2011";"13.09.2011";"";"";"Lüttinghofstraße";"69";"45896";"Gelsenkirchen";"7,038989";"51,610103";"55";"städtisches Gebiet";"Industrie";"";"";"";"SCHO2";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"80";"1000";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW319";"Gelsenkirchen-Hassel Pawiker Straße";"Luftmessstation";"SCHO3";"13.09.2011";"13.09.2011";"";"";"Pawiker Straße";"10";"45896";"Gelsenkirchen";"7,041881";"51,600122";"59";"städtisches Gebiet";"Industrie";"";"";"";"SCHO3";"";"";"";"";"";"20.11.2014 Stationsnamensänderung von  Gelsenkirchen-Scholven Pawiker Straße in Gelsenkirchen-Hassel Pawiker Straße";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"3";"1000";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW320";"Gelsenkirchen-Scholven Feldhauser Straße";"Luftmessstation";"SCHO4";"13.09.2011";"13.09.2011";"";"";"Feldhauser Straße";"204";"45896";"Gelsenkirchen";"7,021800";"51,592472";"76";"städtisches Gebiet";"Industrie";"";"";"";"SCHO4";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"10";"70";"300";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW321";"Gelsenkirchen-Scholven Fünfhäuserweg";"Luftmessstation";"SCHO5";"13.09.2011";"13.09.2011";"";"";"Fünfhäuserweg";"17";"45896";"Gelsenkirchen";"7,017892";"51,614828";"58";"städtisches Gebiet";"Industrie";"";"";"";"SCHO5";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"90";"150";"650";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW322";"Bad Salzuflen Beetstraße";"Luftmessstation";"BSBS";"24.01.2012";"24.01.2012";"31.12.2012";"";"Beetstraße";"7";"32105";"Bad Salzuflen";"8,756275";"52,083800";"97";"städtisches Gebiet";"Verkehr";"";"";"";"BSBS";"";"";"";"";"";"";"nein";"";"";"";"5766008";"Bad Salzuflen";"70";"9900";"5";"1";"";"Verkehr (1A3)";"1A3";"2,7";"";"";"k.A.";
"DENW323";"Bad Salzuflen Bahnhofstraße";"Luftmessstation";"BSUB";"24.01.2012";"24.01.2012";"31.12.2012";"";"Bahnhofstraße";"25/27";"32105";"Bad Salzuflen";"8,744697";"52,080964";"76";"städtisches Gebiet";"Verkehr";"";"";"";"BSUB";"";"";"";"";"";"";"nein";"";"";"";"5766008";"Bad Salzuflen";"550";"26100";"3";"1";"";"Verkehr (1A3)";"1A3";"2,7";"";"";"k.A.";
"DENW324";"Gelsenkirchen-Horst Kurt Schumacher Straße";"Luftmessstation";"GEHO1";"26.03.2012";"26.03.2012";"25.04.2013";"";"Kurt Schumacher Straße";"157-161";"45881";"Gelsenkirchen";"7,074327";"51,534778";"38";"städtisches Gebiet";"Industrie";"";"";"";"GEHO1";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"40";"15";"400";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW325";"Gelsenkirchen-Horst Schäferstraße";"Luftmessstation";"GEHO2";"26.03.2012";"26.03.2012";"25.04.2013";"";"Schäferstraße";"12-18";"45897";"Gelsenkirchen";"7,061825";"51,543977";"32";"städtisches Gebiet";"Industrie";"";"";"";"GEHO2";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"5";"900";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW326";"Gelsenkirchen-Horst Sutumerfeldstraße";"Luftmessstation";"GEHO3";"26.03.2012";"26.03.2012";"25.04.2013";"";"Sutumerfeldstraße";"26";"45899";"Gelsenkirchen";"7,045954";"51,547785";"28";"städtisches Gebiet";"Industrie";"";"";"";"GEHO3";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"";"570";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW327";"Gelsenkirchen-Horst Am Weidwall";"Luftmessstation";"GEHO4";"26.03.2012";"26.03.2012";"25.04.2013";"";"Am Weidwall";"53";"45899";"Gelsenkirchen";"7,039911";"51,536729";"28";"städtisches Gebiet";"Industrie";"";"";"";"GEHO4";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"";"370";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW328";"Gelsenkirchen-Horst Hackhorststraße";"Luftmessstation";"GEHO5";"26.03.2012";"26.03.2012";"25.04.2013";"";"Hackhorststraße";"21";"45883";"Gelsenkirchen";"7,060988";"51,526098";"28";"städtisches Gebiet";"Industrie";"";"";"";"GEHO5";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"";"";"250";"Industrieprozesse (2)";"2";"3,5";"";"";"k.A.";
"DENW329";"Jackerath";"Luftmessstation";"JACK";"03.01.2013";"03.01.2013";"";"";"Jülicher Straße";"30/32";"52445";"Jackerath";"6,451483";"51,033834";"112";"ländliches Gebiet";"Industrie";"";"";"";"JACK";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"555";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
"DENW330";"Düsseldorf-Lohausen";"Luftmessstation";"DLOH";"15.01.2013";"15.01.2013";"05.01.2015";"";"Wacholderweg";"";"40468";"Düsseldorf";"6,753747";"51,269503";"40";"städtisches Gebiet";"Hintergrund";"";"";"";"DLOH";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DENW331";"Bochum Herner Straße 385";"Luftmessstation";"VBOH2";"31.01.2013";"31.01.2013";"";"";"Bochum Herner Straße";"385";"44807";"Bochum";"7,211139";"51,512561";"70";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"";"VBOH2";"";"";"";"";"";"";"nein";"";"";"";"";"";"120";"38500";"2";"3";"";"Verkehr (1A3)";"1A3";"2,8";"";"";"k.A.";
"DENW332";"Köln Hauptstraße";"Luftmessstation";"KOHA";"19.12.2012";"19.12.2012";"";"";"Hauptstraße";"402";"51143";"Köln";"7,055722";"50,883711";"55";"städtisches Gebiet";"Verkehr";"";"";"";"KOHA";"";"";"";"";"";"";"nein";"";"";"";"";"";"25";"24800";"4";"1";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DENW333";"Köln Heidestraße 176";"Luftmessstation";"KOHS2";"19.12.2012";"19.12.2012";"31.12.2013";"";"Heidestraße";"176";"51147";"Koln";"7,101197";"50,858858";"56";"städtisches Gebiet";"Verkehr";"";"";"";"KOHS2";"";"";"";"";"";"";"nein";"";"";"";"";"";"81";"10000";"2";"6";"";"Verkehr (1A3)";"1A3";"2,9";"";"";"k.A.";
"DENW334";"Kamen Bahnhofstraße 21";"Luftmessstation";"KABA2";"29.11.2012";"29.11.2012";"";"";"Bahnhofstraße";"21";"59174";"Kamen";"7,662739";"51,588658";"62";"städtisches Gebiet";"Verkehr";"";"";"";"KABA2";"";"";"";"";"";"";"nein";"";"";"";"";"";"45";"15100";"1";"3";"";"Verkehr (1A3)";"1A3";"2,9";"";"";"k.A.";
"DENW335";"Meerbusch Meerbuscher Straße";"Luftmessstation";"MEME";"06.12.2012";"06.12.2012";"";"";"Meerbuscher Straße";"222";"40670";"Meerbusch";"6,641622";"51,267083";"40";"städtisches Gebiet";"Verkehr";"";"";"";"MEME";"";"";"";"";"";"";"nein";"";"";"";"";"";"73";"9500";"4";"1";"";"Verkehr (1A3)";"1A3";"2,4";"";"";"k.A.";
"DENW336";"Köln Luxemburger Straße";"Luftmessstation";"VKLS";"19.12.2012";"19.12.2012";"";"";"Luxemburger Straße";"181-183";"50939";"Köln";"6,932681";"50,920406";"56";"städtisches Gebiet";"Verkehr";"";"";"";"VKLS";"";"";"";"";"";"";"nein";"";"";"";"";"";"48";"28100";"2";"1";"";"Verkehr (1A3)";"1A3";"2,9";"";"";"k.A.";
"DENW337";"Jüchen-Hochneukirch";"Luftmessstation";"JHNK";"06.01.2014";"06.01.2014";"";"";"Peter-Busch-Straße";"";"41363";"Jüchen";"6,469463";"51,097638";"83";"ländlich stadtnah";"Industrie";"";"";"";"JHNK";"";"";"";"";"";"";"nein";"";"";"";"5162012";"Jüchen";"";"";"";"";"555";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
"DENW338";"Duisburg-Bruckhausen";"Luftmessstation";"DUB2";"01.01.2014";"01.01.2014";"";"";"Kaiser-Wilhelm-Str.";"";"47166";"Duisburg-Bruckhausen";"6,735431";"51,485492";"28";"städtisches Gebiet";"Industrie";"";"";"";"DUB2";"";"";"";"";"";"";"nein";"";"";"";"5112000";"Duisburg";"";"";"";"";"555";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
"DENW339";"Düsseldorf Volmerswerther Deich ";"Luftmessstation";"DDVD";"19.12.2013";"19.12.2013";"";"";"Volmerswerther Deich / Ecke Volmerswerther Straße";"";"40221";"Düsseldorf";"6,759520";"51,184426";"34";"vorstädtisches Gebiet";"Hintergrund";"";"";"Schiffsverkehr auf dem Rhein";"DDVD";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"Andere (other)";"other";"2,53";"";"";"k.A.";
"DENW340";"Düsseldorf Ludenberger Straße  ";"Luftmessstation";"DDLB";"06.01.2014";"06.01.2014";"";"";"Ludenberger Straße";"38";"40629";"Düsseldorf";"6,833150";"51,240755";"117";"städtisches Gebiet";"Verkehr";"";"";"";"DDLB";"";"";"";"";"";"";"nein";"";"";"";"";"";"41";"34600";"2";"3";"";"Verkehr (1A3)";"1A3";"2,8";"";"";"k.A.";
"DENW341";"Erkelenz Eggerather Weg";"Luftmessstation";"EZEW";"06.01.2014";"06.01.2014";"31.12.2014";"";"Eggerather Weg";"";"41812";"Erkelenz";"6,403289";"51,052883";"90";"ländlich stadtnah";"Industrie";"";"";"";"EZEW";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"4000";"Diffuse Emissionen aus Brennstoffen (1B)";"1B";"";"3,2";"";"k.A.";
"DENW342";"Siegen Sandstraße 18";"Luftmessstation";"SIGS2";"06.01.2014";"06.01.2014";"";"";"Sandstraße";"18";"57072";"Siegen";"8,023820";"50,875539";"243";"städtisches Gebiet";"Verkehr";"";"";"";"SIGS2";"";"";"";"";"";"";"nein";"";"";"";"";"";"64";"14500";"4";"2";"";"Verkehr (1A3)";"1A3";"2,98";"";"";"k.A.";
"DENW343";"Düsseldorf (Flughafen 1)";"Luftmessstation";"DUDF1";"21.05.2012";"21.05.2012";"31.12.2014";"";"Eckenerstraße";"";"40468";"Düsseldorf";"6,766450";"51,271822";"40";"städtisches Gebiet";"Hintergrund";"";"";"";"DUDF1";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,4";"";"";"k.A.";
"DENW344";"Düsseldorf (Flughafen 2)";"Luftmessstation";"DUDF2";"21.05.2012";"21.05.2012";"31.12.2014";"";"Starenweg";"";"40468";"Düsseldorf";"6,763922";"51,269125";"41";"städtisches Gebiet";"Hintergrund";"";"";"";"DUDF2";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,8";"";"";"k.A.";
"DENW345";"Düsseldorf (Flughafen 3)";"Luftmessstation";"DUDF3";"21.05.2012";"21.05.2012";"";"";"Wachholderweg";"23";"40468";"Düsseldorf ";"6,753858";"51,269567";"39";"städtisches Gebiet";"Hintergrund";"";"";"";"DUDF3";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,7";"";"";"k.A.";
"DENW346";"Düsseldorf (Flughafen 4)";"Luftmessstation";"DUDF4";"21.05.2012";"21.05.2012";"31.12.2014";"";"Elsternweg";"16";"40468";"Düsseldorf";"6,769639";"51,262039";"42";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"DUDF4";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,6";"";"";"k.A.";
"DENW347";"Düsseldorf (Flughafen 5)";"Luftmessstation";"DUDF5";"21.05.2012";"21.05.2012";"";"";"Rotdorn";"2";"40880";"Düsseldorf";"6,810644";"51,315067";"42";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"DUDF1";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,9";"";"";"k.A.";
"DENW348";"Düsseldorf (Flughafen 6)";"Luftmessstation";"DUDF6";"21.05.2012";"21.05.2012";"31.12.2014";"";"Am Heidkamp";"17";"40880";"Düsseldorf";"6,824336";"51,315061";"42";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"DUDF6";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,9";"";"";"k.A.";
"DENW349";"Düsseldorf (Flughafen 7)";"Luftmessstation";"DUDF7";"21.05.2012";"21.05.2012";"31.12.2015";"";"Gothaer Straße";"13";"40880";"Düsseldorf";"6,809969";"51,289739";"41";"städtisches Gebiet";"Hintergrund";"";"";"";"DUDF8";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,6";"";"";"k.A.";
"DENW350";"Düsseldorf (Flughafen 8)";"Luftmessstation";"DUDF8";"21.05.2012";"21.05.2012";"31.12.2014";"";"Kalkumer Schlossallee";"";"40489";"Düsseldorf";"6,786350";"51,301569";"38";"städtisches Gebiet";"Hintergrund";"";"";"";"DUDF8";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"2,7";"";"";"k.A.";
"DENW351";"Gelsenkirchen Grothusstraße";"Luftmessstation";"GEGS";"19.12.2012";"19.12.2012";"";"";"Grothusstraße";"76";"45883";"Gelsenkirchen";"7,060337";"51,524281";"40";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"GEGS";"";"";"";"";"";"";"nein";"";"";"";"";"";"200";"25560";"13";"3";"";"Verkehr (1A3)";"1A3";"2,9";"3,2";"";"k.A.";
"DENW353";"Köln Lindweilerweg 144";"Luftmessstation";"KLLW";"28.07.2014";"28.07.2014";"";"";"Lindweilerweg";"144";"50739";"Köln";"6,899453";"50,995219";"47";"städtisches Gebiet";"Verkehr";"";"";"";"KLLW";"";"";"";"";"";"";"nein";"";"";"";"";"";"100";"17032";"9";"1";"";"Verkehr (1A3)";"1A3";"3,1";"";"";"k.A.";
"DENW354";"Düsseldorf Südring";"Luftmessstation";"VDSR";"06.01.2015";"06.01.2015";"";"";"Südring";"110";"40221";"Düsseldorf";"6,456830";"51,120310";"38";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"VDSR";"";"";"";"";"";"";"nein";"";"";"";"5111000";"";"55";"5555";"5";"55";"";"";"";"3,5";"3,5";"";"k.A.";
"DENW355";"Leverkusen Gustav-Heinemann-Str.";"Luftmessstation";"VLEG";"07.01.2015";"07.01.2015";"";"";"Gustav-Heinemann-Straße";"";"51377";"Leverkusen";"7,010934";"51,031473";"49";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"VLEG";"";"";"";"";"";"";"nein";"";"";"";"5316000";"";"94";"5555";"40";"43";"";"";"";"3,5";"3,5";"";"k.A.";
"DENW356";"Lüdenscheid Lennestraße";"Luftmessstation";"VLSL";"08.01.2015";"08.01.2015";"";"";"Lennestraße";"71";"58507";"Lüdenscheid";"7,643095";"51,227609";"375";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"VLSL";"";"";"";"";"";"";"nein";"";"";"";"5962032";"";"410";"5555";"5";"130";"";"";"";"3,5";"3,5";"";"k.A.";
"DENW357";"Gelsenkirchen-Scholven Kirchellenstraße ";"Luftmessstation";"SCHO10";"01.01.2015";"01.01.2015";"";"";"Kirchhellenstraße";"240";"45896";"Gelsenkirchen";"6,998500";"51,608889";"55";"vorstädtisches Gebiet";"Industrie";"";"";"";"SCHO10";"";"";"";"";"";"";"nein";"";"";"";"5513000";"Gelsenkirchen";"";"";"12";"2";"1500";"Industrieprozesse (2)";"2";"2,6";"";"";"k.A.";
"DENW358";"Köln Bergisch Gladbacher Straße";"Luftmessstation";"KOBG";"11.12.2014";"11.12.2014";"";"";"Bergisch Gladbacher Straße";"600";"51067";"Köln";"7,047528";"50,970389";"53";"städtisches Gebiet";"Verkehr";"";"";"";"KOBG";"";"";"";"";"";"";"nein";"";"";"";"";"";"3000";"21000";"3";"2";"";"Verkehr (1A3)";"1A3";"2,85";"";"";"k.A.";
"DENW359";"Mönchengladbach-Wanlo";"Luftmessstation";"MGWL";"01.01.2015";"01.01.2015";"";"";"Im Tal / Gormannsgasse";"";"41189";"Mönchengladbach";"6,415800";"51,096967";"74";"ländlich stadtnah";"Industrie";"";"";"";"MGWL";"";"";"";"";"";"";"nein";"";"";"";"";"Wanlo";"";"";"";"";"4000";"Diffuse Emissionen aus Brennstoffen (1B)";"1B";"";"3,2";"";"k.A.";
"DENW360";"Siegen Sandstraße 15";"Luftmessstation";"SIGS3";"01.01.2015";"01.01.2015";"";"";"Sandstraße";"15";"57072";"Siegen";"8,020833";"50,875594";"243";"städtisches Gebiet";"Verkehr";"";"";"";"SIGS3";"";"";"";"";"";"";"nein";"";"";"";"";"";"50";"14500";"5";"1";"";"";"";"2,2";"";"";"k.A.";
"DENW361";"Bielefeld-Innenstadt";"Luftmessstation";"BIED2";"04.12.2014";"04.12.2014";"";"";"Herforder Straße";"7";"33602";"Bielefeld";"8,534306";"52,023889";"114";"städtisches Gebiet";"Verkehr";"";"";"";"BIED2";"";"";"";"";"";"";"nein";"";"";"";"33602";"";"30";"16390";"7";"1";"";"Verkehr (1A3)";"1A3";"2,53";"";"";"k.A.";
"DENW362";"Düsseldorf Norfer Straße";"Luftmessstation";"DDNO";"03.12.2014";"03.12.2014";"";"";"Norfer Straße";"7";"40221";"Düsseldorf";"6,761111";"51,200306";"141";"städtisches Gebiet";"Hintergrund";"";"";"";"DDNO";"";"";"";"";"";"";"nein";"";"";"";"40221";"";"30";"50";"10";"1";"";"Verkehr (1A3)";"1A3";"2,46";"";"";"k.A.";
"DENW363";"Paderborn-Schloss Neuhaus";"Luftmessstation";"PASN";"04.12.2014";"04.12.2014";"";"";"Residenzstraße";"10";"33104";"Paderborn";"8,711944";"51,743583";"105";"städtisches Gebiet";"Verkehr";"";"";"";"PASN";"";"";"";"";"";"";"nein";"";"";"";"";"";"75";"12951";"3";"1";"";"Verkehr (1A3)";"1A3";"2,47";"";"";"k.A.";
"DENW364";"Bottrop Peterstraße 9";"Luftmessstation";"VBOT3";"03.12.2014";"03.12.2014";"";"";"Peterstraße";"9";"46236";"Bottrop";"6,924361";"51,519167";"59";"städtisches Gebiet";"Verkehr";"";"";"";"VBOT3";"";"";"";"";"";"";"nein";"";"";"";"";"";"35";"16014";"3";"1";"";"Verkehr (1A3)";"1A3";"2,75";"";"";"k.A.";
"DERP001";"Ludwigshafen-Oppau";"Luftmessstation";"";"01.01.1978";"01.01.1978";"";"nein";"Horst-Schork-Str./Windhorststr.";"";"67069";"Ludwigshafen";"8,402374";"49,515052";"91";"städtisches Gebiet";"Hintergrund";"";">1-10 m";"";"1/1";"No";"ST";"ST";"";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP002";"Ludwigshafen-Mitte";"Luftmessstation";"";"01.01.1978";"01.01.1978";"15.01.2014";"nein";"Neuer Messplatz";"";"67059";"Ludwigshafen";"8,438589";"49,482316";"93";"städtisches Gebiet";"Hintergrund";"";">200-500 m";"Fluss: Rhein";"1/2";"No";"";"ST";"Gräfenaustr., Ecke Bürgermeister-Grünzweig-Str.";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP003";"Ludwigshafen-Mundenheim";"Luftmessstation";"";"01.01.1978";"01.01.1978";"";"nein";"Guiliniplatz";"";"67065";"Ludwigshafen";"8,425833";"49,455378";"98";"städtisches Gebiet";"Industrie";"";">10-50 m";"Fluss: Rhein";"1/3";"No";"VK";"VK";"";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"";"";"";"";"500";"Industrieprozesse (2)";"2";"3,5";"3,5";"";"k.A.";
"DERP004";"Ludwigshafen-Goerdelerplatz";"Luftmessstation";"";"01.01.1979";"01.01.1979";"28.02.1998";"nein";"Goerdelerplatz/Rohrlachstraße";"";"67063";"Ludwigshafen";"8,432540";"49,488590";"94";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"1/4";"No";"";"";"";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"";"";"k.A.";
"DERP005";"Ludwigshafen-Ludwigsplatz";"Luftmessstation";"";"01.01.1979";"01.01.1979";"31.12.1990";"nein";"Ludwigsplatz/Bahnhofstraße";"";"67059";"Ludwigshafen";"8,446406";"49,483082";"94";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"RP";"No";"";"";"";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"";"";"";"";"";"Verkehr (1A3)";"1A3";"";"";"";"k.A.";
"DERP006";"Ludwigshafen-Pfalzgrafenpl.";"Luftmessstation";"";"01.01.1979";"01.01.1979";"31.10.2000";"ja";"Pfalzgrafenplatz/Mundenheimer Straße";"";"67061";"Ludwigshafen";"8,451181";"49,475732";"94";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"1/6";"No";"";"ST";"Inbetriebnahme aus 10-96";"";"";"nein";"";"";"";"7314000";"Ludwigshafen am Rhein";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DERP007";"Mainz-Mombach";"Luftmessstation";"";"01.01.1978";"01.01.1978";"";"nein";"Dr. Falk-Weg/Pfarrer-Bechtolsheimer-Weg";"";"55120";"Mainz";"8,216498";"50,017078";"120";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"Fluss: Rhein";"2/1";"No";"ST";"ST";"Pestalozzi-Schule";"";"";"nein";"";"";"";"7315000";"Mainz";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DERP008";"Mainz-Goetheplatz";"Luftmessstation";"";"01.01.1978";"01.01.1978";"07.01.2013";"nein";"Goetheplatz";"";"55118";"Mainz";"8,254603";"50,010370";"85";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"Fluss:Rhein";"2/2";"No";"VK";"ST";"";"";"";"nein";"";"";"";"7315000";"Mainz";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
